macro_f1,acc,roc_auc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6252575307618388,0.7367231638418079,0.6994405275161582,1755674283,,False,1,157c6ac8,2025-08-20_07-18-03,838.854811668396,838.854811668396,429836,jdm2-vm,10.140.0.2,838.854811668396,1
