macro_f1,acc,roc_auc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6747168742236821,0.7902071563088512,0.7790751418807822,1755659791,,False,1,9c3e8c67,2025-08-20_03-16-31,776.2662401199341,776.2662401199341,309261,jdm2-vm,10.140.0.2,776.2662401199341,1
