eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,objective,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.399274617433548,0.8021295474711624,0.7930548659333203,38.7243,29.103,3.641,1.0,1.5951844134044828,1753225306,checkpoint_000000,True,False,1,afc8a7e1,2025-07-22_23-01-46,226.7237594127655,226.7237594127655,136778,80-225-210-59,10.19.101.220,226.7237594127655,1
