macro_f1,acc,roc_auc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6735518736524024,0.8116760828625236,0.7534376254953514,1755675128,,False,1,1b428c27,2025-08-20_07-32-08,834.4535481929779,834.4535481929779,439004,jdm2-vm,10.140.0.2,834.4535481929779,1
