macro_f1,acc,roc_auc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.15499681731381285,0.18342749529190208,0.4979243542435424,1755670244,,False,1,fabcde45,2025-08-20_06-10-44,835.1630716323853,835.1630716323853,394303,jdm2-vm,10.140.0.2,835.1630716323853,1
