,eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,objective,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/num_train_epochs,config/learning_rate,config/lr_scheduler_type,config/per_device_train_batch_size,config/warmup_steps,config/weight_decay,config/seed,logdir
0,3.2438693046569824,0.25,0.2183489304812834,3.7662,35.048,4.514,5.0,0.4683489304812834,1751929104,checkpoint_000004,True,False,5,db292a54,2025-07-07_22-58-25,72.2223072052002,365.7333984375,546413,140-245-28-114,10.19.101.192,365.7333984375,5,5,0.0001735830111167998,cosine,12,120,0.24531672591169937,33,db292a54
1,2.2013144493103027,0.26515151515151514,0.21549773755656107,3.7654,35.056,4.515,3.0,0.48064925270807624,1751929320,checkpoint_000002,True,False,3,b63991fd,2025-07-07_23-02-00,68.57038187980652,209.08234405517578,548379,140-245-28-114,10.19.101.192,209.08234405517578,3,3,0.0002550141411716765,cosine,8,102,0.20277539338939432,79,b63991fd
2,2.5336291790008545,0.3333333333333333,0.3025159149397264,3.772,34.994,4.507,5.0,0.6358492482730598,1751929692,checkpoint_000004,True,False,5,1c19a346,2025-07-07_23-08-13,71.9746298789978,366.651832818985,549729,140-245-28-114,10.19.101.192,366.651832818985,5,5,0.00027209209873197044,linear,12,117,0.2840192563888465,73,1c19a346
3,2.2054991722106934,0.2196969696969697,0.19025460930640914,3.7644,35.065,4.516,3.0,0.40995157900337886,1751929907,checkpoint_000002,True,False,3,57525f9b,2025-07-07_23-11-47,69.0379090309143,208.30074262619019,551638,140-245-28-114,10.19.101.192,208.30074262619019,3,3,0.0001839071924900664,linear,8,143,0.2739103577323057,5,57525f9b
4,2.1384239196777344,0.30303030303030304,0.2343685300207039,3.7668,35.043,4.513,3.0,0.5373988330510069,1751930136,checkpoint_000002,True,False,3,6a0b749a,2025-07-07_23-15-36,71.50533390045166,222.19824123382568,552828,140-245-28-114,10.19.101.192,222.19824123382568,3,3,0.0002386913891242525,cosine,12,138,0.26115307896724166,24,6a0b749a
5,3.1459009647369385,0.25757575757575757,0.1784071906354515,3.7712,35.002,4.508,3.0,0.4359829482112091,1751930366,checkpoint_000002,True,False,3,cd5e2088,2025-07-07_23-19-27,73.64087533950806,223.44634580612183,554092,140-245-28-114,10.19.101.192,223.44634580612183,3,3,0.00018097924888116712,linear,12,85,0.22445425435579994,21,cd5e2088
6,2.0328304767608643,0.23484848484848486,0.16152776900233778,3.7693,35.02,4.51,5.0,0.39637625385082265,1751930720,checkpoint_000004,True,False,5,d152c2e6,2025-07-07_23-25-20,68.58298349380493,346.8423595428467,555395,140-245-28-114,10.19.101.192,346.8423595428467,5,5,0.0002989480716345126,cosine,8,142,0.29688369070913634,42,d152c2e6
7,4.1346516609191895,0.21212121212121213,0.17995689655172412,3.7655,35.055,4.515,5.0,0.39207810867293624,1751931095,checkpoint_000004,True,False,5,1a992797,2025-07-07_23-31-35,73.98282504081726,369.16681957244873,557197,140-245-28-114,10.19.101.192,369.16681957244873,5,5,0.00019278938974882914,cosine,12,92,0.20445321746792797,78,1a992797
8,2.9507274627685547,0.2803030303030303,0.2237571341103409,3.7684,35.028,4.511,3.0,0.5040601644133712,1751931324,checkpoint_000002,True,False,3,25a367c9,2025-07-07_23-35-25,73.80807328224182,222.6577010154724,559143,140-245-28-114,10.19.101.192,222.6577010154724,3,3,0.00026728639547946514,cosine,12,116,0.265996870687521,80,25a367c9
9,3.657334804534912,0.25,0.24054800058319084,3.7636,35.073,4.517,5.0,0.4905480005831908,1751931698,checkpoint_000004,True,False,5,ba99ca6c,2025-07-07_23-41-39,72.56539988517761,367.55487060546875,560425,140-245-28-114,10.19.101.192,367.55487060546875,5,5,0.0002559792382247857,linear,12,104,0.24047880571193575,66,ba99ca6c
10,4.0368170738220215,0.23484848484848486,0.220658047881269,3.767,35.041,4.513,5.0,0.45550653272975383,1751932073,checkpoint_000004,True,False,5,1b6be399,2025-07-07_23-47-54,73.5633385181427,368.40968227386475,562355,140-245-28-114,10.19.101.192,368.40968227386475,5,5,0.00025190964456308257,linear,12,107,0.2409208542846874,6,1b6be399
11,3.4415884017944336,0.26515151515151514,0.21305743536352595,3.7712,35.003,4.508,5.0,0.4782089505150411,1751932425,checkpoint_000004,True,False,5,4adfa83f,2025-07-07_23-53-46,67.30117869377136,345.32986974716187,564319,140-245-28-114,10.19.101.192,345.32986974716187,5,5,0.00019896875353564656,cosine,8,125,0.23805049262680694,46,4adfa83f
12,3.6254942417144775,0.08333333333333333,0.06324157570004746,3.773,34.985,4.506,3.0,0.14657490903338077,1751932641,checkpoint_000002,True,False,3,8e75c255,2025-07-07_23-57-22,68.80147647857666,209.5093014240265,566160,140-245-28-114,10.19.101.192,209.5093014240265,3,3,0.00024469502083100724,linear,8,132,0.2220949239023617,78,8e75c255
13,2.2189602851867676,0.25757575757575757,0.23331250251406438,3.7668,35.043,4.513,3.0,0.49088826008982195,1751932856,checkpoint_000002,True,False,3,9d861aaf,2025-07-08_00-00-57,68.01508116722107,208.128249168396,567361,140-245-28-114,10.19.101.192,208.128249168396,3,3,0.00016737392208957945,linear,8,114,0.21045523118345968,79,9d861aaf
14,2.3020100593566895,0.23484848484848486,0.18410364145658262,3.7667,35.043,4.513,3.0,0.4189521263050675,1751933080,checkpoint_000002,True,False,3,23808ba8,2025-07-08_00-04-40,71.6888325214386,217.84590101242065,568683,140-245-28-114,10.19.101.192,217.84590101242065,3,3,0.00027068579485185794,linear,12,135,0.29525068518563435,39,23808ba8
15,2.3095595836639404,0.30303030303030304,0.2585764009460746,3.768,35.032,4.512,3.0,0.5616067039763777,1751933310,checkpoint_000002,True,False,3,13a3b71a,2025-07-08_00-08-31,73.64011549949646,224.53195428848267,570054,140-245-28-114,10.19.101.192,224.53195428848267,3,3,0.00029475538522512703,linear,12,100,0.2987189486279564,45,13a3b71a
16,4.813748359680176,0.20454545454545456,0.1745306324110672,3.7734,34.982,4.505,5.0,0.37907608695652173,1751933660,checkpoint_000004,True,False,5,1d96423f,2025-07-08_00-14-21,67.69352459907532,343.5355706214905,571353,140-245-28-114,10.19.101.192,343.5355706214905,5,5,0.00021710019970093202,linear,8,89,0.23788288135187313,71,1d96423f
17,3.7462689876556396,0.19696969696969696,0.1626145649916475,3.7753,34.964,4.503,5.0,0.35958426196134446,1751934013,checkpoint_000004,True,False,5,2863a6b7,2025-07-08_00-20-14,68.8355438709259,346.5216188430786,573165,140-245-28-114,10.19.101.192,346.5216188430786,5,5,0.0002329728311385391,linear,8,102,0.22088284979657827,78,2863a6b7
18,2.0384891033172607,0.26515151515151514,0.20401644528779253,3.7656,35.054,4.515,5.0,0.46916796043930764,1751934366,checkpoint_000004,True,False,5,ab6e2a10,2025-07-08_00-26-07,68.21526169776917,346.0069851875305,574983,140-245-28-114,10.19.101.192,346.0069851875305,5,5,0.00029609509732495714,cosine,8,107,0.29122145643495756,60,ab6e2a10
19,3.059936046600342,0.1893939393939394,0.1889847087475546,3.7674,35.037,4.512,3.0,0.378378648141494,1751934594,checkpoint_000002,True,False,3,72794654,2025-07-08_00-29-55,72.64532279968262,221.1400110721588,576796,140-245-28-114,10.19.101.192,221.1400110721588,3,3,0.0002644559165456045,cosine,12,151,0.2740591799651487,95,72794654
20,2.3814451694488525,0.22727272727272727,0.23004428061390086,3.7607,35.1,4.52,3.0,0.4573170078866281,1751934822,checkpoint_000002,True,False,3,3c541e8a,2025-07-08_00-33-42,72.83357191085815,220.79276371002197,578069,140-245-28-114,10.19.101.192,220.79276371002197,3,3,0.0002811413900433855,linear,12,96,0.2852863133357424,58,3c541e8a
21,3.2333478927612305,0.29545454545454547,0.25659722222222225,3.7631,35.078,4.518,5.0,0.5520517676767678,1751935195,checkpoint_000004,True,False,5,b68618c4,2025-07-08_00-39-55,73.52667427062988,366.7133913040161,579704,140-245-28-114,10.19.101.192,366.7133913040161,5,5,0.00028732701310494257,linear,12,82,0.28455869350332136,95,b68618c4
22,2.6543242931365967,0.2803030303030303,0.24274524910118128,3.7671,35.04,4.513,3.0,0.5230482794042115,1751935424,checkpoint_000002,True,False,3,9c747c6f,2025-07-08_00-43-45,73.21864438056946,223.40221047401428,582518,140-245-28-114,10.19.101.192,223.40221047401428,3,3,0.00027779579196610647,linear,12,126,0.25763331848414345,54,9c747c6f
23,2.628009796142578,0.26515151515151514,0.22531799650443718,3.7674,35.037,4.512,5.0,0.4904695116559523,1751935797,checkpoint_000004,True,False,5,f40565a2,2025-07-08_00-49-58,72.10296988487244,365.89210510253906,583785,140-245-28-114,10.19.101.192,365.89210510253906,5,5,0.00021784693320904143,linear,12,113,0.2776925848052666,90,f40565a2
24,2.5515682697296143,0.3181818181818182,0.23177123806181532,3.7589,35.116,4.523,5.0,0.5499530562436334,1751936172,checkpoint_000004,True,False,5,03b741e7,2025-07-08_00-56-13,72.55641627311707,369.08935499191284,586456,140-245-28-114,10.19.101.192,369.08935499191284,5,5,0.0002951462494757316,linear,12,96,0.2998680997679035,30,03b741e7
25,2.034048557281494,0.30303030303030304,0.26974693251533743,3.7927,34.803,4.482,2.0,0.5727772355456404,1751936327,checkpoint_000001,True,False,2,578a697c,2025-07-08_00-58-49,74.99922060966492,150.47240114212036,588591,140-245-28-114,10.19.101.192,150.47240114212036,2,3,0.00015033826252800413,linear,12,158,0.2859211310313746,50,578a697c
