,eval_loss,eval_accuracy,eval_macro_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,objective,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/num_train_epochs,config/learning_rate,config/weight_decay,config/lr_scheduler_type,config/warmup_steps,config/seed,config/per_device_train_batch_size,logdir
0,1.223684549331665,0.0313588850174216,0.030405405405405407,16.1285,35.589,4.464,1.0,0.06176429042282701,1753137446,checkpoint_000000,True,False,1,79787a4b,2025-07-21_22-37-27,279.98761677742004,279.98761677742004,53373,152-67-1-244,10.19.101.118,279.98761677742004,1,1,3.7804240669195706e-05,0.10641543001474052,linear,1974.079870844251,74.21226974779746,16,79787a4b
1,1.0912795066833496,0.0313588850174216,0.030405405405405407,16.137,35.57,4.462,1.0,0.06176429042282701,1753137733,checkpoint_000000,True,False,1,542ba7c6,2025-07-21_22-42-13,279.4655361175537,279.4655361175537,54954,152-67-1-244,10.19.101.118,279.4655361175537,1,1,1.6855550787080292e-05,0.2129253162128956,cosine,1726.445945750278,73.81355493700094,16,542ba7c6
2,1.0215600728988647,0.10975609756097561,0.10747790101480366,16.1814,35.473,4.45,1.0,0.21723399857577927,1753138022,checkpoint_000000,True,False,1,e77a9814,2025-07-21_22-47-02,282.74749851226807,282.74749851226807,56517,152-67-1-244,10.19.101.118,282.74749851226807,1,1,3.44185981101923e-05,0.18962478472404062,cosine,889.008524249447,20.72679900844776,16,e77a9814
3,1.1254115104675293,0.0313588850174216,0.030405405405405407,16.1369,35.571,4.462,1.0,0.06176429042282701,1753138311,checkpoint_000000,True,False,1,d1e9524a,2025-07-21_22-51-52,283.21663665771484,283.21663665771484,58095,152-67-1-244,10.19.101.118,283.21663665771484,1,1,3.64001647337187e-05,0.14657205949021254,linear,1708.568017080617,9.05219828132151,16,d1e9524a
4,0.6914386749267578,0.6777003484320557,0.46679721824709397,16.29,35.236,4.42,1.0,1.1444975666791497,1753138831,checkpoint_000000,True,False,1,af7117d5,2025-07-21_23-00-31,282.2659544944763,282.2659544944763,62416,152-67-1-244,10.19.101.118,282.2659544944763,1,1,0.0001440516166736944,0.20033637209429456,polynomial,438.07998208448737,74.89555270984613,16,af7117d5
5,0.8778202533721924,0.0313588850174216,0.030405405405405407,16.3919,35.017,4.392,1.0,0.06176429042282701,1753139119,checkpoint_000000,True,False,1,f6407a1d,2025-07-21_23-05-20,281.70263862609863,281.70263862609863,64546,152-67-1-244,10.19.101.118,281.70263862609863,1,1,2.505565506461026e-06,0.06549545320778215,linear,1451.5046563594037,26.548725142318286,16,f6407a1d
6,0.517114520072937,0.8780487804878049,0.5780298256668768,16.2534,35.316,4.43,1.0,1.4560786061546818,1753139424,checkpoint_000000,True,False,1,baa21edc,2025-07-21_23-10-25,281.7532434463501,281.7532434463501,66608,152-67-1-244,10.19.101.118,281.7532434463501,1,1,0.0005971207478840919,0.12181690142837545,linear,534.8748436276238,49.146749432173344,16,baa21edc
7,1.0639384984970093,0.0313588850174216,0.030405405405405407,16.1496,35.543,4.458,1.0,0.06176429042282701,1753139711,checkpoint_000000,True,False,1,9c3f0f04,2025-07-21_23-15-11,279.08038353919983,279.08038353919983,68293,152-67-1-244,10.19.101.118,279.08038353919983,1,1,1.5550592358676926e-05,0.24853812918045964,polynomial,1283.162998357454,41.27289029561282,16,9c3f0f04
8,1.1608493328094482,0.0313588850174216,0.030405405405405407,16.1442,35.555,4.46,1.0,0.06176429042282701,1753140001,checkpoint_000000,True,False,1,4d1debb4,2025-07-21_23-20-01,283.12438201904297,283.12438201904297,70402,152-67-1-244,10.19.101.118,283.12438201904297,1,1,2.4141724605777823e-05,0.0315515390275315,linear,1457.5980184583168,25.696882644215613,16,4d1debb4
9,0.6148829460144043,0.7491289198606271,0.5028509563334536,16.1367,35.571,4.462,1.0,1.2519798761940808,1753140285,checkpoint_000000,True,False,1,f184231b,2025-07-21_23-24-45,277.37163496017456,277.37163496017456,72416,152-67-1-244,10.19.101.118,277.37163496017456,1,1,0.00023793669100538692,0.18901093258505205,cosine,1008.7507775464451,0.457865106087918,16,f184231b
